project, status, reproducibleVariants, nonReproducibleVariants, stars
github.com/99designs/gqlgen, Fully Reproducible, ['all'], [], 8992
go.etcd.io/etcd/server/v3, Fully Reproducible, ['all'], [], 43902
github.com/pelletier/go-toml/v2, Fully Reproducible, ['all'], [], 1450
github.com/containerd/ttrpc, Fully Reproducible, ['all'], [], 473
github.com/go-stack/stack, Fully Reproducible, ['all'], [], 376
go.etcd.io/etcd/client/pkg/v3, Fully Reproducible, ['all'], [], 43902
github.com/aws/aws-sdk-go-v2, Fully Reproducible, ['all'], [], 2053
github.com/boombuler/barcode, Fully Reproducible, ['all'], [], 1262
github.com/google/go-github, Not Reproducible, [], ['environment'; 'build_path'; 'user_group'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 9446
github.com/matttproud/golang_protobuf_extensions, Not Reproducible, [], ['environment'; 'build_path'; 'user_group'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 48
gopkg.in/go-playground/validator.v9, Fully Reproducible, ['all'], [], 13432
go.uber.org/fx, Fully Reproducible, ['all'], [], 4076
github.com/go-redsync/redsync, Fully Reproducible, ['all'], [], 2560
go.opentelemetry.io/otel/sdk, Fully Reproducible, ['all'], [], 4020
github.com/google/cadvisor, Fully Reproducible, ['all'], [], 15207
gopkg.in/ini.v1, Not Reproducible, [], ['environment'; 'build_path'; 'user_group'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 3026
github.com/gorilla/sessions, Fully Reproducible, ['all'], [], 2502
github.com/mitchellh/go-wordwrap, Fully Reproducible, ['all'], [], 69
github.com/urfave/cli, Fully Reproducible, ['all'], [], 20367
google.golang.org/protobuf, Not Reproducible, [], ['environment'; 'build_path'; 'user_group'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 2265
github.com/olekukonko/tablewriter, Fully Reproducible, ['all'], [], 3778
github.com/ziutek/mymysql, Fully Reproducible, ['all'], [], 725
github.com/fsouza/go-dockerclient, Fully Reproducible, ['all'], [], 2050
github.com/opencontainers/runc, Partially Reproducible, ['environment'; 'build_path'; 'user_group'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], [], 10378
gopkg.in/gcfg.v1, Not Reproducible, [], ['environment'; 'build_path'; 'user_group'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 161
github.com/hashicorp/vault/api, Fully Reproducible, ['all'], [], 27976
github.com/go-errors/errors, Fully Reproducible, ['all'], [], 663
github.com/oklog/ulid, Fully Reproducible, ['all'], [], 3505
github.com/aws/aws-sdk-go-v2/service/sts, Fully Reproducible, ['all'], [], 2053
github.com/jessevdk/go-flags, Fully Reproducible, ['all'], [], 2193
github.com/beevik/ntp, Fully Reproducible, ['all'], [], 425
github.com/graphql-go/graphql, Fully Reproducible, ['all'], [], 9275
github.com/jtolds/gls, Not Reproducible, [], ['environment'; 'build_path'; 'user_group'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 532
github.com/shopspring/decimal, Fully Reproducible, ['all'], [], 4847
gopkg.in/urfave/cli.v1, Fully Reproducible, ['all'], [], 20367
go.etcd.io/etcd/pkg/v3, Fully Reproducible, ['all'], [], 43902
github.com/jmoiron/sqlx, Fully Reproducible, ['all'], [], 13675
github.com/gobwas/glob, Not Reproducible, [], ['environment'; 'build_path'; 'user_group'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 851
github.com/bitly/go-simplejson, Fully Reproducible, ['all'], [], 3694
github.com/sirupsen/logrus, Fully Reproducible, ['all'], [], 22747
github.com/subosito/gotenv, Fully Reproducible, ['all'], [], 249
github.com/sourcegraph/go-diff, Not Reproducible, [], ['environment'; 'build_path'; 'user_group'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 388
github.com/hashicorp/serf, Not Reproducible, [], ['environment'; 'build_path'; 'user_group'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 5536
gopkg.in/gorp.v1, Fully Reproducible, ['all'], [], 3621
go.etcd.io/etcd, Fully Reproducible, ['all'], [], 43902
github.com/go-playground/validator, Fully Reproducible, ['all'], [], 13432
github.com/libp2p/go-libp2p, Fully Reproducible, ['all'], [], 5290
github.com/coreos/go-semver, Fully Reproducible, ['all'], [], 307
github.com/cespare/xxhash, Fully Reproducible, ['all'], [], 1453
github.com/tinylib/msgp, Fully Reproducible, ['all'], [], 1594
github.com/docker/go-connections, Fully Reproducible, ['all'], [], 175
github.com/caarlos0/env, Fully Reproducible, ['all'], [], 3626
github.com/klauspost/compress, Fully Reproducible, ['all'], [], 3276
github.com/prometheus/procfs, Fully Reproducible, ['all'], [], 651
github.com/containerd/console, Fully Reproducible, ['all'], [], 93
github.com/mailru/easyjson, Fully Reproducible, ['all'], [], 4144
github.com/masterminds/semver, Fully Reproducible, ['all'], [], 1009
github.com/urfave/cli/v2, Fully Reproducible, ['all'], [], 20367
go.etcd.io/etcd/tests/v3, Fully Reproducible, ['all'], [], 43902
github.com/armon/go-metrics, Fully Reproducible, ['all'], [], 1300
github.com/karrick/godirwalk, Fully Reproducible, ['all'], [], 638
github.com/armon/go-radix, Fully Reproducible, ['all'], [], 568
github.com/docker/spdystream, Fully Reproducible, ['all'], [], 134
github.com/google/martian, Fully Reproducible, ['all'], [], 1886
google.golang.org/grpc, Fully Reproducible, ['all'], [], 18384
github.com/alecthomas/kingpin, Fully Reproducible, ['all'], [], 3304
github.com/golang/groupcache, Not Reproducible, [], ['environment'; 'build_path'; 'user_group'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 12155
go.etcd.io/bbolt, Fully Reproducible, ['all'], [], 6681
github.com/valyala/fasttemplate, Fully Reproducible, ['all'], [], 711
github.com/lucasb-eyer/go-colorful, Fully Reproducible, ['all'], [], 916
github.com/spf13/pflag, Fully Reproducible, ['all'], [], 2118
github.com/mattn/go-runewidth, Fully Reproducible, ['all'], [], 486
github.com/stretchr/objx, Fully Reproducible, ['all'], [], 566
go.mongodb.org/mongo-driver, Not Reproducible, [], ['environment'; 'build_path'; 'user_group'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 7503
github.com/gobuffalo/envy, Fully Reproducible, ['all'], [], 147
github.com/dlclark/regexp2, Fully Reproducible, ['all'], [], 792
github.com/spf13/afero, Fully Reproducible, ['all'], [], 5082
github.com/hashicorp/go-multierror, Fully Reproducible, ['all'], [], 1230
gopkg.in/natefinch/lumberjack.v2, Fully Reproducible, ['all'], [], 4132
github.com/hashicorp/golang-lru, Fully Reproducible, ['all'], [], 3536
github.com/dnaeon/go-vcr, Not Reproducible, [], ['environment'; 'build_path'; 'user_group'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 964
github.com/pborman/uuid, Fully Reproducible, ['all'], [], 368
github.com/evanphx/json-patch, Not Reproducible, [], ['environment'; 'build_path'; 'user_group'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 800
github.com/hashicorp/go-retryablehttp, Fully Reproducible, ['all'], [], 1578
github.com/hashicorp/go-hclog, Fully Reproducible, ['all'], [], 275
github.com/eapache/go-resiliency, Not Reproducible, [], ['environment'; 'build_path'; 'user_group'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 1513
github.com/hashicorp/terraform, Fully Reproducible, ['all'], [], 37960
cloud.google.com/go/bigquery, Fully Reproducible, ['all'], [], 3326
github.com/btcsuite/btcd, Fully Reproducible, ['all'], [], 5359
github.com/klauspost/pgzip, Not Reproducible, [], ['environment'; 'build_path'; 'user_group'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 1023
github.com/dgraph-io/badger, Fully Reproducible, ['all'], [], 12429
github.com/opentracing/opentracing-go, Fully Reproducible, ['all'], [], 3299
github.com/elazarl/goproxy, Fully Reproducible, ['all'], [], 5423
github.com/rivo/uniseg, Fully Reproducible, ['all'], [], 332
github.com/huandu/xstrings, Fully Reproducible, ['all'], [], 1133
github.com/mattn/go-shellwords, Fully Reproducible, ['all'], [], 372
github.com/go-openapi/swag, Fully Reproducible, ['all'], [], 156
github.com/kisielk/errcheck, Fully Reproducible, ['all'], [], 1990
github.com/hashicorp/hcl, Fully Reproducible, ['all'], [], 4706
github.com/go-logr/zapr, Fully Reproducible, ['all'], [], 99
github.com/gofrs/uuid, Fully Reproducible, ['all'], [], 1333
github.com/cespare/xxhash/v2, Fully Reproducible, ['all'], [], 1453
github.com/ethereum/go-ethereum, Fully Reproducible, ['all'], [], 42902
github.com/googleapis/gnostic, Fully Reproducible, ['all'], [], 1440
gopkg.in/tomb.v1, Not Reproducible, [], ['environment'; 'build_path'; 'user_group'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 340
github.com/gorilla/securecookie, Fully Reproducible, ['all'], [], 608
github.com/inconshreveable/log15, Not Reproducible, [], ['environment'; 'build_path'; 'user_group'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 1083
github.com/xlab/treeprint, Fully Reproducible, ['all'], [], 348
