name,gh_version,pypi_version,status,diffoscope,error
pytest-seleniumbase,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
simple-colors,.1,.1,Failed,Error, Not Error from GithHub PyPi: Could not fetch PyPi Source
azure-mgmt-containerservice,Failed,Failed,Failed,Error, GH: Could not clone the repo
pycox,0.2.3,0.2.3,Success,├── file list setup.cfg, NA
docker-pycreds,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
jupyter-bokeh,Failed,Failed,Failed,Error, GH: Could not clone the repo
google-cloud-kms,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
fiscalyear,Failed,Failed,Failed,Error, GH: No setup.py found
elib-config,Failed,Failed,Failed,Error, GH: No version found in setup.py
fs,Failed,Failed,Failed,Error, GH: No version found in setup.py
pyupbit,Failed,Failed,Failed,Error, GH: Could not clone the repo
azure-cli-telemetry,Failed,Failed,Failed,Error, GH: Could not clone the repo
ribosome,Failed,Failed,Failed,Error, GH: No setup.py found
spamwatch,0.3.0,0.3.0,Success,├── file list, NA
iterable-queue,1.2.1,1.2.2,Success,├── file list setup.py, NA
benchexec,Failed,Failed,Failed,Error, GH: Could not clone the repo
netstruct,1.1.1,1.1.1,Failed,Error, Not Error from GithHub PyPi: Could not fetch PyPi Source
fusesoc,Failed,Failed,Failed,Error, GH: No version found in setup.py
pydot-ng,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
compressed-segmentation,Failed,Failed,Failed,Error, GH: No version found in setup.py
jwplatform,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
terraform-validator,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
flask-injector,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
newrelic-plugin-agent,Failed,Failed,Failed,Error, GH: Could not clone the repo
tfcoreml,Failed,Failed,Failed,Error, GH: Could not clone the repo
flask-redis,Failed,Failed,Failed,Error, GH: Could not clone the repo
sphinx-git,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
aws-cdk-aws-route53-targets,Failed,Failed,Failed,Error, GH: Could not clone the repo
azure-mgmt-maps,Failed,Failed,Failed,Error, GH: Could not clone the repo
b9y,0.0.22,0.0.22,Success,├── file list b9y, NA
win-unicode-console,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
aws-shell,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
pycaret-nightly,Failed,Failed,Failed,Error, GH: Could not clone the repo
wsaccel,0.6.4,0.6.4,Success,├── file list wsaccel, NA
django-sesame,Failed,Failed,Failed,Error, GH: No setup.py found
azure,Failed,Failed,Failed,Error, GH: Could not clone the repo
monocdk-nag,Failed,Failed,Failed,Error, GH: No setup.py found
mamonsu,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
mypy-boto3-accessanalyzer,Failed,Failed,Failed,Error, GH: Could not clone the repo
google-compute-engine,Failed,Failed,Failed,Error, GH: No setup.py found
python-jss,Failed,Failed,Failed,Error, GH: Could not clone the repo
discord-webhooks,1.0.4,1.0.4,Failed,Error, Not Error from GithHub PyPi: Could not fetch PyPi Source
bu-cascade,Failed,Failed,Failed,Error, GH: Could not clone the repo
segtok,1.5.11,1.5.11,Success,├── file list, NA
edk2-pytool-library,Failed,Failed,Failed,Error, GH: No setup.py found
nameparser,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
rokuecp,Failed,Failed,Failed,Error, GH: No setup.py found
itunessmart,Failed,Failed,Failed,Error, GH: No version found in setup.py
opsgenie-sdk,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
apscheduler,Failed,Failed,Failed,Error, GH: No setup.py found
eniarbiter,1.3.2,1.3.2,Success,├── file list, NA
django-username-email,Failed,Failed,Failed,Error, GH: Could not clone the repo
cloudformation-cli-python-plugin,Failed,Failed,Failed,Error, GH: Could not clone the repo
zope-browserresource,Failed,Failed,Failed,Error, GH: Could not clone the repo
django-webpack-loader,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
jhi-databricksenvironment,Failed,Failed,Failed,Error, GH: Could not clone the repo
pytorch-transformers-pvt-nightly,4.31.0.0...0...1..,1.2.0.201909261000,Success,├── file list LICENSE README.md setup.cfg setup.py, NA
aws-solutions-constructs-aws-events-rule-sqs,Failed,Failed,Failed,Error, GH: No setup.py found
discord-py-self,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
flask-sqlalchemy,Failed,Failed,Failed,Error, GH: No setup.py found
celery-flower,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
webbot,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
fly-graph,Failed,Failed,Failed,Error, GH: No setup.py found
opencensus-ext-google-cloud-clientlibs,Failed,Failed,Failed,Error, GH: Could not clone the repo
powerbiclient,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
aws-cdk-aws-elasticloadbalancingv2-targets,Failed,Failed,Failed,Error, GH: Could not clone the repo
bonsai,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
python-lsp-jsonrpc,Failed,Failed,Failed,Error, GH: No setup.py found
dynet,Failed,Failed,Failed,Error, GH: No version found in setup.py
pytest-reorder,0.1.1,0.1.1,Success,├── file list, NA
pyculiarity,0.0.7,0.0.7,Success,├── file list setup.cfg, NA
lbt-honeybee,Failed,Failed,Failed,Error, GH: No version found in setup.py
watermark,Failed,Failed,Failed,Error, GH: No version found in setup.py
udatetime,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
pyreadstat,1.2.2,1.2.2,Success,├── file list src, NA
magicattr,0.1.6,0.1.6,Failed,Error, Not Error from GithHub PyPi: Could not fetch PyPi Source
tomotopy,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
peace-performance-python,2.0.0,2.0.0,Success,├── file list Cargo.toml, NA
flameprof,Failed,Failed,Failed,Error, GH: Could not clone the repo
backports-os,Failed,Failed,Failed,Error, GH: No version found in setup.py
nuscenes-devkit,Failed,Failed,Failed,Error, GH: No setup.py found
redis-namespace,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
klampt,Failed,Failed,Failed,Error, GH: No setup.py found
ffmpeg-normalize,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
friendsreco,Failed,Failed,Failed,Error, GH: Could not clone the repo
pytwistyscrambler,1.6,1.6,Success,├── file list README.md pyTwistyScrambler pyproject.toml setup.py, NA
python-lambda,11.8.0,11.8.0,Success,├── file list aws_lambda setup.cfg setup.py, NA
pyspider,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
django-politico-fake-news,Failed,Failed,Failed,Error, GH: Could not clone the repo
blocksparse,1.13.1,1.13.1,Failed,Error, Not Error from GithHub PyPi: Could not fetch PyPi Source
aws-cdk-aws-autoscalingplans,Failed,Failed,Failed,Error, GH: Could not clone the repo
epc,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
enum34-custom,0.7.2,0.7.2,Success,├── file list, NA
the-refinery-toolkit,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
supervisor-stdout,0.1.1,0.1.1,Success,├── file list supervisor_stdout.py, NA
cpython,0.0.6,0.0.6,Success,├── file list, NA
pip-chill,1.0.2,1.0.3,Success,├── file list HISTORY.rst docs setup.cfg setup.py, NA
shiv,Failed,Failed,Failed,Error, GH: No setup.py found
msoffcrypto-tool,Failed,Failed,Failed,Error, GH: No setup.py found
aws-cdk-aws-qldb,Failed,Failed,Failed,Error, GH: Could not clone the repo
deodr,.2,0.2.0,Success,├── file list deodr setup.cfg, NA
nr-parsing-date,Failed,Failed,Failed,Error, GH: No setup.py found
tencentcloud-sdk-python-dlc,Failed,Failed,Failed,Error, GH: Could not clone the repo
products-zsqlmethods,4.1.0,4.0,Success,├── file list CHANGES.rst setup.cfg setup.py src, NA
openupgradelib,Failed,Failed,Failed,Error, GH: No version found in setup.py
tx-shared-tools,Failed,Failed,Failed,Error, GH: Could not clone the repo
tencentcloud-sdk-python-iotexplorer,Failed,Failed,Failed,Error, GH: Could not clone the repo
deskew,Failed,Failed,Failed,Error, GH: No setup.py found
aumbry,0.10.0,0.10.0,Success,├── file list setup.cfg setup.py, NA
carly,0.13.0,0.13.0,Success,├── file list, NA
sphinxawesome-theme,Failed,Failed,Failed,Error, GH: No setup.py found
cqlsh,Failed,Failed,Failed,Error, GH: No version found in setup.py
optcc,Failed,Failed,Failed,Error, GH: No setup.py found
python-moztelemetry,Failed,Failed,Failed,Error, GH: No version found in setup.py
pymatgen-db,2023.2.23,2023.2.23,Success,├── file list pymatgen setup.cfg, NA
ibmcloudenv,Failed,Failed,Failed,Error, GH: Could not clone the repo
firexkit,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
abodepy,Failed,Failed,Failed,Error, GH: Could not clone the repo
pydoe,0.3.8,0.3.7,Success,├── file list README pyDOE setup.py, NA
testflows-core,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
icecream,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
bentley-ottmann,Failed,Failed,Failed,Error, GH: Could not clone the repo
apsw,Failed,Failed,Failed,Error, GH: Could not clone the repo
magicalimport,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
django-encrypted-filefield,Failed,Failed,Failed,Error, GH: No setup.py found
json2df,0.2.1,0.2.1,Success,├── file list json2df setup.cfg, NA
keras-mdn-layer,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
pip-install-privates,0.6.3,0.6.3,Success,├── file list, NA
pyros-genmsg,Failed,Failed,Failed,Error, GH: No version found in setup.py
flask-simplelogin,Failed,Failed,Failed,Error, GH: No setup.py found
azure-datalake-store,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
deeplabcut,2.3.5,2.3.5,Success,├── file list deeplabcut tests, NA
faadelays,Failed,Failed,Failed,Error, GH: Could not clone the repo
sphinxcontrib-django,Failed,Failed,Failed,Error, GH: No version found in setup.py
lel-lang,0.0.6,0.0.6,Success,├── file list setup.cfg setup.py, NA
oldest-supported-numpy,Failed,Failed,Failed,Error, GH: No version found in setup.py
onlysnarf,4.4.14,4.4.13,Success,├── file list CHANGELOG.md OnlySnarf README.md setup.cfg setup.py tests, NA
azure-schemaregistry-avroserializer,Failed,Failed,Failed,Error, GH: Could not clone the repo
cryptoadvance-specter,Failed,Failed,Failed,Error, GH: No version found in setup.py
abodepy,Failed,Failed,Failed,Error, GH: Could not clone the repo
zserver,4.1.0,4.0.2,Success,├── file list CHANGES.rst README.rst buildout.cfg setup.cfg setup.py src, NA
reportportal-client,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
mypy-boto3-codestar,Failed,Failed,Failed,Error, GH: Could not clone the repo
azure-mgmt-commerce,Failed,Failed,Failed,Error, GH: Could not clone the repo
kito,1.0.5,1.0.5,Success,├── file list README.md kito setup.py, NA
azure-mgmt-media,Failed,Failed,Failed,Error, GH: Could not clone the repo
cdk-fargate-patterns,Failed,Failed,Failed,Error, GH: Could not clone the repo
unoconv,0.8.2,0.9.0,Success,├── file list CHANGELOG.md ChangeLog README.adoc setup.py unoconv, NA
slipbox,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
snps,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
tetgen,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
jinjalint,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
pymc3-ext,Failed,Failed,Failed,Error, GH: No version found in setup.py
supervisor-stdout,Failed,Failed,Failed,Error, GH: Could not clone the repo
mpegdash,0.3.1,0.3.1,Success,├── file list mpegdash, NA
amsterdam-schema-tools,Failed,Failed,Failed,Error, GH: No version found in setup.py
xstatic-roboto-fontface,Failed,Failed,Failed,Error, GH: No setup.py found
pycorenlp,0.3.0,0.3.0,Success,├── file list, NA
aionotify,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
flask-sqlite-admin,0.3,0.3,Success,├── file list flask_sqlite_admin setup.cfg, NA
brevitas,Failed,Failed,Failed,Error, GH: No version found in setup.py
alignmentrs,0.9.0,0.9.0,Failed,Error, Not Error from GithHub PyPi: Could not fetch PyPi Source
fmcw,Failed,Failed,Failed,Error, GH: Could not clone the repo
lti-consumer-xblock,.2,9.5.3,Success,├── file list lti_consumer requirements setup.cfg, NA
cimcb,2.1.0,1.1.0,Success,├── file list README.md cimcb setup.py, NA
pyobjc-framework-virtualization,Failed,Failed,Failed,Error, GH: Could not clone the repo
yak-yurt,Failed,Failed,Failed,Error, GH: Could not clone the repo
oschmod,Failed,Failed,Failed,Error, GH: No version found in setup.py
mypy-boto3-storagegateway,Failed,Failed,Failed,Error, GH: Could not clone the repo
cmsis-pack-manager,Failed,Failed,Failed,Error, GH: No setup.py found
py-ubjson,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
zebrazoom,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
dohq-teamcity,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
yamlloader,1.2.2,1.2.2,Success,├── file list yamlloader.egg-info, NA
colorlog,6.7.0,6.7.0,Success,├── file list doc setup.cfg, NA
torchlayers-nightly,Failed,Failed,Failed,Error, GH: Could not clone the repo
corenlp,0.0.14,0.0.14,Success,├── file list corenlp setup.py, NA
dominate,Failed,Failed,Failed,Error, GH: Could not clone the repo
cachecontrol,Failed,Failed,Failed,Error, GH: No setup.py found
pybadges,3.0.0..,3.0.0,Success,├── file list pybadges setup.cfg setup.py, NA
facet,Failed,Failed,Failed,Error, GH: No version found in setup.py
azure-cli-feedback,Failed,Failed,Failed,Error, GH: Could not clone the repo
dumper,1.2.0,1.2.0,Success,├── file list README setup.cfg, NA
pysixel,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
mypy-boto3-accessanalyzer,Failed,Failed,Failed,Error, GH: Could not clone the repo
swimlane-records-updater,2018.9.18.1,2018.10.18.1,Success,├── file list README.md setup.py swimlane_records_updater, NA
winrmcp,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
youtube-search-python,1.6.6,1.6.6,Success,├── file list README.md youtubesearchpython, NA
aws-cdk-aws-events,Failed,Failed,Failed,Error, GH: Could not clone the repo
c-lasso,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
setuptools-git,1.2,1.2,Success,├── file list README.rst setup.cfg setup.py, NA
flumine,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
invenio-cache,Failed,Failed,Failed,Error, GH: No version found in setup.py
warc3-wet,0.2.3,0.2.3,Success,├── file list warc, NA
google-search,Failed,Failed,Failed,Error, GH: Could not clone the repo
pyfony-core,Failed,Failed,Failed,Error, GH: No setup.py found
edx-name-affirmation,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
django-vinaigrette,Failed,Failed,Failed,Error, GH: Could not clone the repo
python-ulid,Failed,Failed,Failed,Error, GH: Could not clone the repo
databasetools,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
serverfiles,0.3.1,0.3.1,Success,├── file list doc serverfiles, NA
crochet,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
httpx,Failed,Failed,Failed,Error, GH: No setup.py found
gluish,0.3.0,0.3.0,Success,├── file list, NA
web-fragments,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
exchange-calendars,Failed,Failed,Failed,Error, GH: No version found in setup.py
hfpy,0.2.2,0.2.2,Success,├── file list hfpy readme.md requirements.txt, NA
ldsc2,Failed,Failed,Failed,Error, GH: Could not clone the repo
polyaxon-deploy,Failed,Failed,Failed,Error, GH: No version found in setup.py
cffsubr,Failed,Failed,Failed,Error, GH: No version found in setup.py
elastic-apm,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
napari-svg,Failed,Failed,Failed,Error, GH: No version found in setup.py
pyobjc-framework-securityinterface,Failed,Failed,Failed,Error, GH: Could not clone the repo
azure-eventhub,Failed,Failed,Failed,Error, GH: Could not clone the repo
dagster-cron,Failed,Failed,Failed,Error, GH: Could not clone the repo
tencentcloud-sdk-python-cfs,Failed,Failed,Failed,Error, GH: Could not clone the repo
azure-mgmt-maps,Failed,Failed,Failed,Error, GH: Could not clone the repo
aws-cdk-custom-resources,Failed,Failed,Failed,Error, GH: Could not clone the repo
chatbotai,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
aiolyric,1.0.10,1.0.10,Success,├── file list LICENSE aiolyric setup.py, NA
pybigwig,Failed,Failed,Failed,Error, GH: No version found in setup.py
postnl-api,1.2.3,1.2.3,Success,├── file list, NA
azure-servicefabric,Failed,Failed,Failed,Error, GH: Could not clone the repo
georss-qld-bushfire-alert-client,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
juriscraper,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
aws-cdk-aws-synthetics,Failed,Failed,Failed,Error, GH: Could not clone the repo
fixerio,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
tensorci-client,Failed,Failed,Failed,Error, GH: Could not clone the repo
azure-cli-security,Failed,Failed,Failed,Error, GH: Could not clone the repo
monk-tf,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
tapioca-wrapper,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
dcos,Failed,Failed,Failed,Error, GH: Could not clone the repo
aws-solutions-constructs-aws-s3-lambda,Failed,Failed,Failed,Error, GH: Could not clone the repo
sqlalchemy-unchained,0.12.2,0.12.2,Success,├── file list setup.cfg, NA
horovod,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
courseraoauth2client,0.0.1,0.0.1,Success,├── file list README.rst courseraoauth2client, NA
aldjemy,Failed,Failed,Failed,Error, GH: No setup.py found
mbed-tools,Failed,Failed,Failed,Error, GH: No version found in setup.py
readthedocs-sphinx-search,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
cacheout,Failed,Failed,Failed,Error, GH: No setup.py found
django-shortuuidfield,0.1.3,0.1.3,Success,├── file list, NA
upyun,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
projpicker,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
face,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
channels-binding,Failed,Failed,Failed,Error, GH: Could not clone the repo
mbed-targets,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
zmail,0.2.8,0.2.8,Success,├── file list README.md, NA
mozdownload,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
mypy-boto3-network-firewall,Failed,Failed,Failed,Error, GH: Could not clone the repo
messages,Failed,Failed,Failed,Error, GH: No setup.py found
aws-cdk-cdk-assets-schema,Failed,Failed,Failed,Error, GH: Could not clone the repo
stix2-validator,.1.,3.1.3,Success,├── file list setup.cfg setup.py stix2validator, NA
invenio-search,Failed,Failed,Failed,Error, GH: No version found in setup.py
index-py,Failed,Failed,Failed,Error, GH: No setup.py found
parseratorvariable,Failed,Failed,Failed,Error, GH: Could not clone the repo
awesome-slugify,1.6.5,1.6.5,Success,├── file list setup.py slugify, NA
django-twilio,0.14.3.2,0.14.3.2,Success,├── file list test_project, NA
lameenc,Failed,Failed,Failed,Error, GH: No version found in setup.py
interpret,Failed,Failed,Failed,Error, GH: Could not clone the repo
johnnydep,.1.,1.20.2,Success,├── file list tests, NA
mgwr,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
ldaptor,Failed,Failed,Failed,Error, GH: No version found in setup.py
hyperjet,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
types-enum34,Failed,Failed,Failed,Error, GH: Could not clone the repo
memory-profiler,Failed,Failed,Failed,Error, GH: No version found in setup.py
universalmutator,1.1.7,1.0.1,Success,├── file list README.md setup.py universalmutator, NA
instabot,0.117.0,0.117.0,Success,├── file list instabot setup.cfg setup.py README.md, NA
integrationhelper,0.2.2,0.2.2,Success,├── file list setup.cfg, NA
rikki,Failed,Failed,Failed,Error, GH: Could not clone the repo
intervals,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
tabula-py,Failed,Failed,Failed,Error, GH: No setup.py found
google-cloud-aiplatform,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
closeio,Failed,Failed,Failed,Error, GH: Could not clone the repo
cloud-volume,Failed,Failed,Failed,Error, GH: Could not clone the repo
marisa-trie-m,0.8.0,0.7.6,Success,├── file list CHANGES.rst LICENSE MANIFEST.in README.rst bench marisa-trie setup.py src tests update_cpp.sh, NA
malaya,5.0.1,3.4.5,Success,├── file list .gitignore .readthedocs.yml README.rst accuracy docs example malaya misc pretrained-model pypi session setup.py tests, NA
dataclasses-jsonschema,Failed,Failed,Failed,Error, GH: No version found in setup.py
hypertag,Failed,Failed,Failed,Error, GH: No setup.py found
async-cse,0.3.0,0.3.0,Success,├── file list README.md async_cse setup.py, NA
travis-cargo,0.1.15,0.1.15,Success,├── file list setup.cfg, NA
lambda-toolkit,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
jsonpath2,Failed,Failed,Failed,Error, GH: Could not clone the repo
overrides,7.3.1,7.3.1,Success,├── file list .github README.rst mypy_passes, NA
levenshtein,0.21.1,0.21.1,Success,├── file list extern pyproject.toml src, NA
ueagle,Failed,Failed,Failed,Error, GH: Could not clone the repo
pydantic,Failed,Failed,Failed,Error, GH: No setup.py found
kafka-utils,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
django-babel,Failed,Failed,Failed,Error, GH: Could not clone the repo
seutils,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
scikit-kinematics,Failed,Failed,Failed,Error, GH: No setup.py found
yapps2,14.04.0,2.2.0,Success,├── file list setup.py yapps, NA
gelidum,0.6.0,0.6.0,Success,├── file list, NA
py-linq,Failed,Failed,Failed,Error, GH: No setup.py found
aws-cdk-aws-lambda,Failed,Failed,Failed,Error, GH: Could not clone the repo
jgscm,0.1.9,0.1.9,Success,├── file list jgscm, NA
flake8-deprecated,2.0.2.0,2.0.1,Success,├── file list CHANGES.rst README.rst requirements.txt setup.cfg setup.py, NA
openshift,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
flask-pagedown,Failed,Failed,Failed,Error, GH: No version found in setup.py
chex,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
ecoaliface,0.5.0,0.5.0,Success,├── file list README.md, NA
opentelemetry-instrumentation-sqlalchemy,Failed,Failed,Failed,Error, GH: Could not clone the repo
ecoaliface,Failed,Failed,Failed,Error, GH: Could not clone the repo
cropfaces,0.0.76,0.0.77,Success,├── file list MANIFEST.in cropfaces setup.cfg setup.py, NA
xstatic-magic-search,Failed,Failed,Failed,Error, GH: No setup.py found
h2o-pysparkling-3-0,Failed,Failed,Failed,Error, GH: No setup.py found
lapdog,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
sql-formatter,Failed,Failed,Failed,Error, GH: Could not clone the repo
scikit-fmm,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
django-registry,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
flytekit,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
surveygizmo,Failed,Failed,Failed,Error, GH: Could not clone the repo
djcacheutils,3.1.4,3.0.0,Success,├── file list cache_utils setup.py, NA
atari-py,0.3.0,0.3.0,Success,├── file list README.md atari_py, NA
sphinxcontrib-images,0.9.4,0.9.4,Success,├── file list MANIFEST.in setup.cfg sphinxcontrib_images_lightbox2, NA
django-libs,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
guizero,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
visions,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
django-auto-prefetching,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
bleach,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
widgetastic-patternfly4,Failed,Failed,Failed,Error, GH: No setup.py found
pbd,0.9,0.9,Failed,Error, Not Error from GithHub PyPi: Could not fetch PyPi Source
sphinxcontrib-autoprogram,0.1.8,0.1.8,Success,├── file list doc setup.cfg, NA
tencentcloud-sdk-python-asw,Failed,Failed,Failed,Error, GH: Could not clone the repo
pyimgur,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
py-expression-eval,Failed,Failed,Failed,Error, GH: Could not clone the repo
opengeode-io,Failed,Failed,Failed,Error, GH: No setup.py found
anltk,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
mama,Failed,Failed,Failed,Error, GH: No setup.py found
cuppa,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
hthpkg,Failed,Failed,Failed,Error, GH: No setup.py found
gapic-google-cloud-spanner-admin-database-v1,Failed,Failed,Failed,Error, GH: Could not clone the repo
tencentcloud-sdk-python-facefusion,Failed,Failed,Failed,Error, GH: Could not clone the repo
opentelemetry-instrumentation,Failed,Failed,Failed,Error, GH: Could not clone the repo
et-micc-build,Failed,Failed,Failed,Error, GH: No setup.py found
pretty-midi,0.2.10,0.2.10,Success,├── file list pretty_midi setup.py, NA
pyright,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
cowsay,5.0,5.0,Success,├── file list LICENSE.txt README.md cowsay setup.cfg setup.py, NA
cfripper,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
humps,0.2.2,0.2.2,Success,├── file list, NA
citools,0.2.47,0.2.47,Success,├── file list setup.cfg test, NA
contours,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
youtube-dl2,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
pyattck,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
ncluster,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
stepfunctions,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
edx-django-utils,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
pygaljs,1.0.2,1.0.2,Success,├── file list setup.cfg src, NA
metadamage,Failed,Failed,Failed,Error, GH: Could not clone the repo
parmap,Failed,Failed,Failed,Error, GH: No version found in setup.py
alice-blue,2.0.3,0.0.4,Success,├── file list README.md alice_blue setup.cfg setup.py, NA
aws-cdk-aws-elasticsearch,Failed,Failed,Failed,Error, GH: Could not clone the repo
demon,2.0.6,2.0.6,Success,├── file list demon setup.cfg, NA
opencc-python-reimplemented,0.1.7,0.1.7,Success,├── file list LICENSE.txt MANIFEST.in README.md opencc setup.cfg setup.py, NA
bigquery-python,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
pycricbuzz,2.4,2,Success,├── file list pycricbuzz setup.py, NA
timezonefinderl,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
magnetos,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
fluent,Failed,Failed,Failed,Error, GH: No setup.py found
cdk8s,Failed,Failed,Failed,Error, GH: No setup.py found
excel2json,1.0.1,1.0.1,Failed,Error, Not Error from GithHub PyPi: Could not fetch PyPi Source
pandas-profiling,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
tencentcloud-sdk-python-monitor,Failed,Failed,Failed,Error, GH: Could not clone the repo
skope-rules,1.0.1,1.0.0,Success,├── file list README.md doc setup.cfg setup.py skrules, NA
citeproc-py-styles,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
parameterizedtestcase,0.1.0,0.1.0,Success,├── file list README.rst setup.cfg setup.py tox.ini, NA
dwave-system,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
misaka,2.1.2,2.1.1,Success,├── file list LICENSE.txt README.rst THANKS build_ffi.py docs misaka setup.py tests, NA
fudge,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
django-bmemcached,0.3.0,0.3.0,Success,├── file list, NA
blobuploader,1.2.4,1.2.4,Success,├── file list README.md setup.py, NA
pantsbuild-pants-contrib-python-checks,Failed,Failed,Failed,Error, GH: No setup.py found
maxcube-api,0.4.3,0.4.3,Success,├── file list maxcube setup.cfg setup.py, NA
dataproperty,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
public,2020.12.3,2020.12.3,Success,├── file list, NA
