project, status, reproducibleVariants, nonReproducibleVariants, stars
github.com/dnaeon/go-vcr, Not Reproducible, [], ['environment'; 'build_path'; 'user_group.available+=builduser:builduser'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 964
github.com/ugorji/go/codec, Partially Reproducible, ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], ['user_group.available+=builduser:builduser'], 1750
github.com/aliyun/aliyun-oss-go-sdk, Not Reproducible, [], ['environment'; 'build_path'; 'user_group.available+=builduser:builduser'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 859
github.com/gophercloud/gophercloud, Fully Reproducible, ['all'], [], 752
github.com/segmentio/kafka-go, Fully Reproducible, ['all'], [], 6292
github.com/containerd/cgroups, Fully Reproducible, ['all'], [], 974
github.com/gocql/gocql, Fully Reproducible, ['all'], [], 2426
github.com/rjeczalik/notify, Fully Reproducible, ['all'], [], 794
cloud.google.com/go/compute/metadata, Fully Reproducible, ['all'], [], 3326
github.com/emicklei/proto, Fully Reproducible, ['all'], [], 530
cloud.google.com/go/bigquery, Fully Reproducible, ['all'], [], 3326
github.com/philhofer/fwd, Fully Reproducible, ['all'], [], 64
github.com/pmezard/go-difflib, Not Reproducible, [], ['environment'; 'build_path'; 'user_group.available+=builduser:builduser'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 311
github.com/mattn/go-runewidth, Fully Reproducible, ['all'], [], 486
github.com/dgrijalva/jwt-go, Not Reproducible, [], ['environment'; 'build_path'; 'user_group.available+=builduser:builduser'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 10616
github.com/matttproud/golang_protobuf_extensions, Not Reproducible, [], ['environment'; 'build_path'; 'user_group.available+=builduser:builduser'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 48
github.com/99designs/gqlgen, Fully Reproducible, ['all'], [], 8992
github.com/vmware/govmomi, Fully Reproducible, ['all'], [], 2134
github.com/spf13/afero, Fully Reproducible, ['all'], [], 5082
github.com/cockroachdb/apd, Fully Reproducible, ['all'], [], 533
github.com/eapache/go-resiliency, Not Reproducible, [], ['environment'; 'build_path'; 'user_group.available+=builduser:builduser'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 1513
github.com/robfig/cron, Fully Reproducible, ['all'], [], 11225
github.com/olekukonko/tablewriter, Fully Reproducible, ['all'], [], 3778
github.com/containerd/console, Fully Reproducible, ['all'], [], 93
github.com/emirpasic/gods, Not Reproducible, [], ['environment'; 'build_path'; 'user_group.available+=builduser:builduser'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 13747
github.com/docker/docker, Not Reproducible, [], ['environment'; 'build_path'; 'user_group.available+=builduser:builduser'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 66239
github.com/rivo/uniseg, Fully Reproducible, ['all'], [], 332
github.com/digitalocean/godo, Fully Reproducible, ['all'], [], 1314
github.com/client9/misspell, Not Reproducible, [], ['environment'; 'build_path'; 'user_group.available+=builduser:builduser'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 1174
k8s.io/kubernetes, Not Reproducible, [], ['environment'; 'build_path'; 'user_group.available+=builduser:builduser'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 93622
github.com/deckarep/golang-set, Fully Reproducible, ['all'], [], 3191
github.com/nats-io/nuid, Not Reproducible, [], ['environment'; 'build_path'; 'user_group.available+=builduser:builduser'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 331
github.com/docker/spdystream, Fully Reproducible, ['all'], [], 134
go.etcd.io/etcd/client/v2, Fully Reproducible, ['all'], [], 43902
github.com/mattn/goveralls, Fully Reproducible, ['all'], [], 757
github.com/hashicorp/go-immutable-radix, Fully Reproducible, ['all'], [], 857
github.com/google/go-cmp, Not Reproducible, [], ['environment'; 'build_path'; 'user_group.available+=builduser:builduser'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 3358
github.com/envoyproxy/protoc-gen-validate, Fully Reproducible, ['all'], [], 3324
github.com/jmespath/go-jmespath, Fully Reproducible, ['all'], [], 503
github.com/go-logr/logr, Fully Reproducible, ['all'], [], 951
github.com/go-playground/locales, Fully Reproducible, ['all'], [], 232
github.com/gorilla/schema, Fully Reproducible, ['all'], [], 1170
github.com/go-stack/stack, Fully Reproducible, ['all'], [], 376
github.com/casbin/casbin, Fully Reproducible, ['all'], [], 15092
github.com/uber/jaeger-client-go, Not Reproducible, [], ['environment'; 'build_path'; 'user_group.available+=builduser:builduser'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 1340
github.com/go-ini/ini, Not Reproducible, [], ['environment'; 'build_path'; 'user_group.available+=builduser:builduser'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 3026
github.com/go-openapi/jsonpointer, Fully Reproducible, ['all'], [], 26
github.com/go-chi/chi, Fully Reproducible, ['all'], [], 14455
github.com/google/go-querystring, Not Reproducible, [], ['environment'; 'build_path'; 'user_group.available+=builduser:builduser'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 1541
github.com/alecthomas/kingpin, Fully Reproducible, ['all'], [], 3304
github.com/go-openapi/jsonreference, Fully Reproducible, ['all'], [], 14
github.com/valyala/fasttemplate, Fully Reproducible, ['all'], [], 711
github.com/vmihailenco/msgpack, Fully Reproducible, ['all'], [], 1954
github.com/spf13/pflag, Fully Reproducible, ['all'], [], 2118
github.com/kisielk/errcheck, Fully Reproducible, ['all'], [], 1990
go.opentelemetry.io/otel/trace, Fully Reproducible, ['all'], [], 4020
github.com/docker/go-connections, Fully Reproducible, ['all'], [], 175
github.com/klauspost/pgzip, Not Reproducible, [], ['environment'; 'build_path'; 'user_group.available+=builduser:builduser'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 1023
github.com/stretchr/objx, Fully Reproducible, ['all'], [], 566
cloud.google.com/go/logging, Fully Reproducible, ['all'], [], 3326
github.com/klauspost/compress, Fully Reproducible, ['all'], [], 3276
github.com/disintegration/imaging, Fully Reproducible, ['all'], [], 4696
github.com/go-errors/errors, Fully Reproducible, ['all'], [], 663
github.com/go-ole/go-ole, Fully Reproducible, ['all'], [], 986
github.com/gobwas/ws, Fully Reproducible, ['all'], [], 5476
github.com/gobuffalo/packr/v2, Fully Reproducible, ['all'], [], 3335
github.com/sergi/go-diff, Not Reproducible, [], ['environment'; 'build_path'; 'user_group.available+=builduser:builduser'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 1448
github.com/miekg/dns, Fully Reproducible, ['all'], [], 7085
github.com/kr/pretty, Fully Reproducible, ['all'], [], 1144
github.com/tidwall/pretty, Fully Reproducible, ['all'], [], 287
github.com/prometheus/client_golang, Not Reproducible, [], ['environment'; 'build_path'; 'user_group.available+=builduser:builduser'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 4672
github.com/oklog/run, Fully Reproducible, ['all'], [], 1319
github.com/jinzhu/inflection, Fully Reproducible, ['all'], [], 411
github.com/hashicorp/go-getter, Fully Reproducible, ['all'], [], 1468
github.com/smartystreets/assertions, Fully Reproducible, ['all'], [], 86
github.com/pelletier/go-toml, Fully Reproducible, ['all'], [], 1450
gopkg.in/alecthomas/kingpin.v2, Fully Reproducible, ['all'], [], 3304
github.com/hashicorp/vault, Fully Reproducible, ['all'], [], 27976
github.com/mitchellh/reflectwalk, Fully Reproducible, ['all'], [], 194
github.com/pkg/errors, Not Reproducible, [], ['environment'; 'build_path'; 'user_group.available+=builduser:builduser'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 7917
github.com/chzyer/logex, Fully Reproducible, ['all'], [], 39
github.com/kylelemons/godebug, Not Reproducible, [], ['environment'; 'build_path'; 'user_group.available+=builduser:builduser'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 288
github.com/google/gopacket, Fully Reproducible, ['all'], [], 5678
github.com/google/certificate-transparency-go, Fully Reproducible, ['all'], [], 713
github.com/gofiber/fiber/v2, Fully Reproducible, ['all'], [], 26992
gopkg.in/go-playground/validator.v9, Fully Reproducible, ['all'], [], 13432
github.com/ethereum/go-ethereum, Fully Reproducible, ['all'], [], 42902
github.com/klauspost/cpuid/v2, Fully Reproducible, ['all'], [], 834
github.com/micro/go-micro, Fully Reproducible, ['all'], [], 20624
github.com/xordataexchange/crypt, Not Reproducible, [], ['environment'; 'build_path'; 'user_group.available+=builduser:builduser'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 511
github.com/google/go-github, Not Reproducible, [], ['environment'; 'build_path'; 'user_group.available+=builduser:builduser'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 9446
github.com/go-test/deep, Fully Reproducible, ['all'], [], 648
github.com/btcsuite/btcd, Fully Reproducible, ['all'], [], 5359
github.com/etcd-io/etcd, Fully Reproducible, ['all'], [], 43902
github.com/oschwald/maxminddb-golang, Fully Reproducible, ['all'], [], 480
github.com/modern-go/reflect2, Fully Reproducible, ['all'], [], 661
go.etcd.io/etcd/client/pkg/v3, Fully Reproducible, ['all'], [], 43902
github.com/caarlos0/env, Fully Reproducible, ['all'], [], 3626
github.com/shopspring/decimal, Fully Reproducible, ['all'], [], 4847
github.com/tinylib/msgp, Fully Reproducible, ['all'], [], 1594
github.com/go-gorp/gorp, Fully Reproducible, ['all'], [], 3621
github.com/labstack/echo, Fully Reproducible, ['all'], [], 25967
