,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
19624,3081411,Maven,Valex,2018-06-28 22:24:30 UTC,2018-06-29 17:46:48 UTC,Valex provides YAML-based validation configuration and a fluent exception management library for Java programs.,,https://github.com/PatternFM/valex,Apache-2.0,https://github.com/PatternFM/valex,5,0,2017-04-01 18:09:29 UTC,1.0.7,,0,Java,,2018-06-28 22:26:18 UTC,0,20462490
153901,1185050,Maven,eu.crydee:stanford-corenlp-tokenizer-wrapper,2016-02-09 22:48:23 UTC,2018-10-28 19:54:53 UTC,Wrapper around the Stanford CoreNLP suite to avoid weird bug while processing large directories,,https://github.com/m09/stanford-corenlp-tokenizer-wrapper,GPL-3.0-only,https://github.com/m09/stanford-corenlp-tokenizer-wrapper,3,8,2016-05-06 13:40:25 UTC,2.0.1,,0,Java,,2017-04-18 10:06:17 UTC,0,5018409
98299,646920,Maven,de.mhus.inka:constgenerator,2015-02-20 01:08:08 UTC,2018-10-27 14:53:46 UTC,A tool which generates constantes out of java classes.,,http://www.mhus.de,Apache-2.0,scm:svn:https://svn.code.sf.net/p/mhuinka/code/de.mhus.inka.constgenerator/tags/constgenerator-1.0.0,1,5,2013-07-16 14:14:28 UTC,1.0.0,,0,,,2016-07-18 13:27:54 UTC,0,
143936,357241,Maven,com.github.pellaton.config-validation-processor:config-validation-processor-java8,2015-01-30 20:57:46 UTC,2018-10-26 22:58:00 UTC,A Java 6 annotation processor to validate Spring @Configuration classes,,,Apache-2.0,https://github.com/pellaton/spring-configuration-validation-processor.git,1,8,2014-11-27 23:13:43 UTC,3.0.7,,0,Java,,2017-10-24 07:06:39 UTC,0,173594
137770,3067141,Maven,com.centit.framework:centit-persistence,2018-06-28 20:06:10 UTC,2018-07-02 15:51:06 UTC,框架持久化包， 有三个子模块分别对应 hibernate、mybatis和spring jdbc template 三个实现方式。 ,,https://github.com/ndxt/centit-persistence,Apache-2.0,https://github.com/ndxt/centit-persistence,6,7,2018-06-18 07:24:57 UTC,1.1.1806,,0,Java,,2018-07-02 15:51:02 UTC,0,27706935
86091,347017,Maven,org.lindbergframework.web:lindbergframework-myview,2015-01-30 19:39:58 UTC,2017-04-25 13:35:47 UTC,lindbergframework-myview,,http://www.lindbergframework.org/myview,LGPL-2.1+,scm:svn:http://lindbergframework.googlecode.com/svn/tags/lindbergframework-myview-1.0,2,4,2012-07-02 16:00:40 UTC,1.0,,0,,,2017-04-25 13:35:47 UTC,0,
102702,401468,Maven,org.easyb:easyb-ast,2015-01-31 02:46:16 UTC,2017-10-24 10:06:48 UTC,AST Transforms to make easyb work,,http://www.easyb.org,MIT,https://github.com/easyb/easyb-maven-parent,1,5,2014-08-01 23:28:58 UTC,1.1,,1,,,2017-10-24 10:06:43 UTC,1,165559
181377,341365,Maven,org.switchyard.components:switchyard-component-camel,2015-01-30 17:58:25 UTC,2018-10-26 21:58:28 UTC,[Deprecated - Use aggregated switchyard repo instead] SwitchYard components,,http://switchyard.org,Apache-2.0,scm:git:https://github.com/jboss-switchyard/components.git/switchyard-component-camel-parent/switchyard-component-camel,33,11,2016-11-02 19:11:53 UTC,2.0.1.redhat-621169,,0,Java,,2017-03-27 18:46:14 UTC,67,277161
60262,397299,Maven,org.jbpm.jbpm4:jbpm-test-cfg,2015-01-31 02:10:50 UTC,2018-03-01 13:22:04 UTC,,,,Other,scm:svn:http://anonsvn.jboss.org/repos/jbpm/jbpm4/tags/jbpm-4.4/jbpm-test-cfg,1,2,2010-07-18 16:04:38 UTC,4.4,,0,,,2016-07-18 11:26:56 UTC,0,
151325,415071,Maven,com.dongxiguo:memcontinuationed_2.11,2015-01-31 04:45:14 UTC,2018-10-27 04:12:12 UTC,memcontinuationed,,https://github.com/Atry/memcontinuationed,Apache-2.0,https://github.com/Atry/memcontinuationed,1,8,2014-05-07 17:43:27 UTC,0.3.2,,0,Scala,,2017-10-24 11:06:31 UTC,0,175365
139900,338467,Maven,com.thetransactioncompany:pretty-json,2015-01-30 17:36:49 UTC,2018-10-26 21:40:06 UTC,Pretty JSON formatter supporting standard and compact  		styling. It can be integrated into a Java application or run as  		a simple utility from the command line that reads the JSON  		input from a file or STDIN and outputs the formatted JSON to  		another file or to STDOUT.,,http://software.dzhuvinov.com/,Apache-2.0,scm:git:https://bitbucket.org/thetransactioncompany/pretty-json.git,1,7,2013-04-03 06:40:02 UTC,1.3.1,,1,Java,,2017-04-24 16:24:33 UTC,3,20255613
47216,2285579,Maven,io.split:qosdtos,2017-05-16 21:07:44 UTC,2018-07-03 00:19:21 UTC,DTOS for QOS framework,,https://github.com/splitio/qos-dtos,Apache-2.0,https://github.com/splitio/qos-dtos,9,0,2017-05-17 22:16:31 UTC,1.8,,0,,,2018-07-03 00:19:19 UTC,1,
142702,375880,Maven,hudson.plugins.sloccount:sloccount,2015-01-30 23:17:26 UTC,2018-06-27 05:29:38 UTC,"This plug-in generates the trend report for SLOCCount,     an open source program which counts the number of lines of codes in over     25 different languages, including C/C++, Ada, COBOL, Fortran, SQL, Ruby,     Python, etc...",,http://wiki.jenkins-ci.org/display/JENKINS/SLOCCount+Plugin,Other,https://github.com/jenkinsci/sloccount-plugin,20,8,2015-11-03 18:24:03 UTC,1.21,,0,Java,,2017-04-28 13:05:59 UTC,0,175586
139638,1100122,Maven,cz.cesnet.cloud:jocci-core,2015-11-25 05:26:04 UTC,2018-10-28 12:33:52 UTC,A Java OCCI framework - core library.,,https://github.com/EGI-FCTF/jOCCI-core,Apache-2.0,https://github.com/EGI-FCTF/jOCCI-core,10,7,2016-07-25 20:03:27 UTC,0.2.4,,1,Java,,2017-04-19 15:54:16 UTC,7,2929518
127969,640790,Maven,org.glassfish.hk2:hk2-config-hub-integration,2015-02-19 22:38:22 UTC,2018-10-27 14:34:12 UTC,hk2-config Hub integration,,,GPL-2.0-with-classpath-exception,scm:git:git://java.net/hk2~git/hk2-configuration/hk2-configuration-persistence/hk2-xml-dom/hk2-config-hub-integration,48,6,2017-10-06 14:11:45 UTC,2.5.0-b56,,0,,,2016-07-18 13:21:46 UTC,0,
80887,359901,Maven,org.htmlparser:filterbuilder,2015-01-30 21:17:24 UTC,2017-04-26 22:39:48 UTC,FilterBuilder is a GUI application for generating java code to filter HTML pages.,,http://htmlparser.org,LGPL-2.1+,scm:svn:https://htmlparser.svn.sourceforge.net/svnroot/htmlparser/tags/HTMLParserProject-2.1/filterbuilder,1,4,2011-04-24 13:12:55 UTC,2.1,,0,,,2017-04-26 22:39:48 UTC,18,
178405,1184855,Maven,com.github.davidmoten:geo,2016-02-09 22:16:56 UTC,2018-10-28 19:54:18 UTC,Geohash encoding and decoding utilities including bounding box coverage.,,http://github.com/davidmoten/geo,Apache-2.0,https://github.com/davidmoten/geo,13,10,2017-08-03 01:29:53 UTC,0.7.6,,3,Java,,2018-07-02 20:06:53 UTC,47,2699067
101714,960812,Maven,io.advantageous.boon:boon-reflekt,2015-09-03 11:18:32 UTC,2018-10-28 04:51:59 UTC,High performance reflection library,,https://github.com/advantageous/boon,Apache-2.0,https://github.com/advantageous/boon,13,5,2016-07-15 00:47:08 UTC,0.6.6,,4,Java,,2016-07-18 13:36:01 UTC,0,916676
7749,3100133,Maven,decimal.js,2018-06-29 01:52:45 UTC,2018-12-13 18:31:14 UTC,WebJar for decimal.js,,http://webjars.org,MIT,https://github.com/MikeMcl/decimal.js,4,0,2016-12-01 14:03:58 UTC,7.0.1,,0,JavaScript,,2018-06-29 01:55:13 UTC,0,95135
97568,351443,Maven,org.ow2.cmi:cmi-lb,2015-01-30 20:14:42 UTC,2018-10-26 22:30:58 UTC,Define a set of basic load-balancing policies and utilities.,,,LGPL-3.0-only,scm:svn:svn://svn.forge.objectweb.org/svnroot/cmi/tags/CMI_2_2_6/cmi-modules/cmi-lb,19,5,2011-09-07 07:44:40 UTC,2.2.6,,1,,,2017-04-26 01:40:27 UTC,1,
192541,638707,Maven,org.ops4j.pax.exam.archetypes:exam-wildfly80-archetype,2015-02-19 21:58:57 UTC,2018-12-09 18:31:22 UTC,Archetype for Pax Exam tests on WildFly 8.0,,http://team.ops4j.org/wiki/display/paxexam4/,Apache-2.0,scm:git:git@github.com:ops4j/org.ops4j.pax.exam2.git/exam/exam-wildfly80-archetype,11,12,2017-05-16 14:13:10 UTC,4.11.0,,0,Java,,2017-06-12 12:22:09 UTC,0,164726
108040,372729,Maven,org.javafxdata:datafx-ejb,2015-01-30 22:54:44 UTC,2018-10-27 00:13:36 UTC,The DataFX repository,,http://javafxdata.org/,BSD-1-Clause,scm:hg:https://bitbucket.org/datafx/datafx/datafx-ejb,5,5,2014-06-04 18:28:33 UTC,8.0b5,,0,Java,,2017-04-28 06:36:47 UTC,0,20255654
44533,3085053,Maven,react-sortable-hoc,2018-06-28 23:05:40 UTC,2018-12-22 06:53:30 UTC,WebJar for react-sortable-hoc,,http://webjars.org,MIT,https://github.com/clauderic/react-sortable-hoc,3,0,2017-11-10 21:19:41 UTC,0.6.8,,0,JavaScript,,2018-06-28 23:14:24 UTC,0,10819790
41613,3144138,Maven,com.amdocs.zusammen.plugin:zusammen-collaborative-cassandra,2018-07-03 05:04:35 UTC,2018-07-10 22:11:20 UTC,zusammen collaborative cassandra plugin,,http://maven.apache.org,Apache-2.0,https://github.com/open-amdocs/zusammen-collaborative-cassandra,2,0,2018-06-28 07:13:59 UTC,1.0.1,,0,Java,,,0,30286160
122457,335663,Maven,org.mortbay.jetty:cometd-bayeux,2015-01-30 01:01:21 UTC,2018-10-26 21:29:24 UTC,Additional artifacts supporting jetty from the server or client side.,,http://www.cometd.com,AFL-3.0,scm:svn:https://svn.codehaus.org/jetty/jetty/tags/jetty-7.0.0pre2/modules-extra/cometd-parent/cometd-bayeux,18,6,2008-06-30 11:53:32 UTC,7.0.0pre2,,2,,,2017-04-24 11:16:00 UTC,24,
59187,362986,Maven,org.objectweb.jonas:jonas-jms,2015-01-30 21:40:25 UTC,2018-10-26 23:22:37 UTC,,,,LGPL-3.0-only,scm:svn:svn://svn.forge.objectweb.org/svnroot/jonas/tags/JONAS_5_0_M1/jonas-modules/jonas-services/jonas-jms,1,2,2007-07-11 19:24:31 UTC,5.0-M1,,0,,,2017-04-27 06:20:53 UTC,0,
187178,414946,Maven,com.facebook.jcommon:tools,2015-01-31 04:44:06 UTC,2018-12-09 13:31:14 UTC,"concurrency, collections, zookeeper, stats/analytics, config, testing, etc",,,Apache-2.0,scm:git:git@github.com/facebook/jcommon.git/tools,17,11,2017-11-03 18:07:35 UTC,0.1.31,,0,Java,,2018-07-02 20:03:28 UTC,2,165168
195653,413481,Maven,com.jcabi:jcabi-matchers,2015-01-31 04:31:24 UTC,2018-01-24 14:53:12 UTC,Hamcrest Matchers,,matchers.jcabi.com,BSD-3-Clause,https://github.com/jcabi/jcabi-matchers,5,13,2017-01-14 18:30:55 UTC,1.4,,12,Java,,2017-10-24 11:02:17 UTC,146,999694
116687,381212,Maven,fr.velossity.osgi:iPOJOProducerAP,2015-01-30 23:57:09 UTC,2018-10-27 00:54:19 UTC,Sample of naive producer using iPOJO,,,LGPL-3.0-only,scm:svn:svn+ssh://saintmar@svn.code.sf.net/p/osgipatterns/code/multi-modules/tags/patterns.aggregator-1.0.14/trunk/iPOJOProducerAP,3,6,2015-02-21 10:30:19 UTC,1.0.14,,1,,,2017-10-24 08:48:34 UTC,0,
142687,421746,Maven,net.stickycode:sticky-metadata-reflective,2015-01-31 05:44:37 UTC,2017-10-24 11:29:43 UTC,"Querying metadata about types, methods and fields via reflection",,http://www.StickyCode.net/sticky-metadata-reflective/,Apache-2.0,scm:svn:http://source.stickycode.net/tags/net.stickycode/sticky-metadata-reflective-2.2,3,8,2016-11-28 09:05:15 UTC,3.2,,11,,,2017-10-24 11:29:36 UTC,12,
130181,340364,Maven,com.rojoma:rojoma-json-v3-jackson_2.10,2015-01-30 17:51:23 UTC,2018-10-26 21:54:53 UTC,rojoma-json-v3-jackson,,http://www.github.com/rjmac/rojoma-json-jackson,Unlicense,https://github.com/rjmac/rojoma-json-jackson,1,7,2014-08-16 20:22:41 UTC,1.0.0,,0,Scala,,2017-10-24 05:55:49 UTC,0,4266543
35747,3139140,Maven,biz.gabrys.maven.plugins:lesscss-maven-plugin,2018-07-03 02:52:15 UTC,2018-07-09 06:53:23 UTC,Compiles Less sources to CSS files using extended version of the LessCSS Compiler.,,http://lesscss-maven-plugin.projects.gabrys.biz/1.0/,BSD-1-Clause,https://github.com/gabrysbiz/lesscss-maven-plugin,4,0,2016-11-12 21:38:34 UTC,1.2.1,,0,Java,,2018-07-03 02:59:02 UTC,0,928429
188427,2125567,Maven,io.pleo:prop-core,2017-01-29 00:44:14 UTC,2018-11-29 02:41:44 UTC,Dynamic properties for you Java app,,,MIT,https://github.com/pleo-io/prop.git,9,12,2018-03-28 20:33:56 UTC,1.2.1,,4,Java,,2018-11-29 02:41:44 UTC,0,19352637
15428,3142247,Maven,com.tiscover:logging,2018-07-03 04:10:05 UTC,2018-07-10 07:02:56 UTC, Tiscover-Logging is a simple library that connects your java application directly to graphite for a numerical overview of the System and to Logstash/Elkstack for error-messages or other textual logging ,,www.tiscover.com,GPL-3.0-only,https://github.com/tiscover/logger,6,0,2017-05-24 12:19:42 UTC,1.4,,0,Java,,2018-07-03 04:13:14 UTC,0,22829092
103020,385866,Maven,org.ops4j.pax.runner:pax-runner-scanner-features,2015-01-31 00:32:50 UTC,2018-10-27 01:35:52 UTC,OPS4J Pax Runner - Provision from ServiceMix Kernel features file.,,http://www.ops4j.org/projects/runner/pax-runner-scanner-features/,Apache-2.0,scm:svn:https://scm.ops4j.org/repos/ops4j/qa/pax/runner-1.1.1/pax-runner-scanner-features,3,5,2009-06-28 13:30:05 UTC,1.1.1,,1,,,2017-04-29 15:09:52 UTC,0,
68712,965383,Maven,com.networkbench:tingyun-ea-agent-android-maven-plugin,2015-09-04 04:05:08 UTC,2018-10-28 05:15:43 UTC,北京基调网络系统有限公司透镜系统Android SDK 提供Android应用运行时性能监控服务,,http://www.networkbench.com,Other,scm:git:git@github.com:networkbench/newlens-android-agent.git,2,3,2016-03-22 07:04:51 UTC,2.2.7,,0,,,2017-03-27 16:52:00 UTC,0,
66068,395356,Maven,io.cloudsoft.jclouds:jclouds-allcompute,2015-01-31 01:53:18 UTC,2017-10-24 09:36:42 UTC,,,,Apache-2.0,scm:git:https://git-wip-us.apache.org/repos/asf/jclouds.git/jclouds-allcompute,6,3,2014-06-13 16:14:04 UTC,1.7.4-ea-brooklyn.1,,0,,,2017-10-24 09:36:35 UTC,0,
63763,640376,Maven,it.tidalwave.geo:it-tidalwave-forceten-boot,2015-02-19 22:30:51 UTC,2018-12-12 01:48:21 UTC,This module contains the customization for the application launcher.,,http://forceten.tidalwave.it/forceten-modules/it-tidalwave-forceten-boot,Apache-2.0,scm:hg:https://bitbucket.org/tidalwave/forceten-src/forceten-modules/it-tidalwave-forceten-boot,1,3,2012-09-25 16:01:38 UTC,1.0-ALPHA-1,,0,Java,,2016-07-18 13:21:28 UTC,0,20255520
126016,3133962,Maven,net.smolok:smolok,2018-07-03 00:30:32 UTC,2018-09-28 08:58:10 UTC,smolok,,https://github.com/smolok/smolok,Apache-2.0,https://github.com/smolok/smolok,12,6,2016-11-22 09:10:13 UTC,0.0.11,,0,Groovy,,2018-09-26 23:51:21 UTC,0,10110083
19230,3090826,Maven,line-parser,2018-06-29 00:06:00 UTC,2018-07-07 05:59:38 UTC,A line parser,,https://github.com/marschall/line-parser,MIT,https://github.com/marschall/line-parser,7,0,2017-08-17 15:25:55 UTC,0.5.0,,0,Java,,2018-06-29 00:08:21 UTC,0,3462914
128816,411486,Maven,org.ow2.util:util-stream,2015-01-31 04:13:46 UTC,2018-10-27 03:48:25 UTC,Utility classes for working with stream,,http://forge.ow2.org/projects/easybeans/util-modules/util-stream,LGPL-3.0-only,scm:svn:svn+ssh://albertil@svn.forge.objectweb.org/svnroot/easybeans/tags/OW2_UTIL_1_0_37/util-modules/util-stream,26,6,2012-12-19 12:36:29 UTC,1.0.37,,0,,,2017-05-02 08:09:06 UTC,0,
136197,421273,Maven,org.glassfish.hk2:hk2-inhabitant-generator,2015-01-31 05:40:28 UTC,2018-10-27 04:55:38 UTC,${project.name},,,GPL-2.0-with-classpath-exception,scm:git:git://java.net/hk2~git/hk2-inhabitant-generator,209,7,2018-01-05 23:11:48 UTC,2.5.0-b61,,0,,,2017-05-03 09:13:06 UTC,0,
113376,404912,Maven,org.apache.stanbol:org.apache.stanbol.commons.solr.extras.kuromoji,2015-01-31 03:16:35 UTC,2018-10-27 03:14:02 UTC,This provides an Bundle for processing Japanese Texts with Lucene,,,Apache-2.0,scm:svn:http://svn.apache.org/repos/asf/stanbol/tags/apache-stanbol-0.12/commons/solr/extras/kuromoji,2,6,2016-09-16 08:56:56 UTC,1.0.0,,0,,,2017-10-24 10:17:17 UTC,0,
78126,336265,Maven,org.seleniumhq.selenium:selenium-rc-documentation,2015-01-30 01:07:55 UTC,2018-10-26 21:31:10 UTC,,,,GFDL-1.3,scm:svn:http://svn.openqa.org/svn/selenium-rc/trunk/selenium-rc-documentation,3,4,2009-06-12 19:20:29 UTC,1.0.1,,0,,,2017-04-24 12:11:30 UTC,0,
149744,636415,Maven,com.damick:dropwizard-metrics-cloudwatch,2015-02-19 20:22:51 UTC,2018-10-27 14:21:09 UTC,Dropwizard Metrics Plugin for reporting to AWS CloudWatch.,,https://github.com/jdamick/dropwizard-metrics-cloudwatch,Apache-2.0,https://github.com/jdamick/dropwizard-metrics-cloudwatch,8,8,2016-03-04 15:57:13 UTC,0.2.0,,0,Java,,2016-07-18 13:18:23 UTC,0,276160
3151,3082628,Maven,play-prometheus-filters,2018-06-28 22:38:13 UTC,2018-07-05 19:48:57 UTC,play-prometheus-filters,,https://github.com/stijndehaes/play-prometheus-filters,MIT,https://github.com/stijndehaes/play-prometheus-filters,9,0,2018-05-06 07:25:38 UTC,0.4.0,,0,Scala,,2018-06-29 02:25:50 UTC,0,25453057
16303,3064037,Maven,scravatar,2018-06-28 19:32:56 UTC,2018-07-08 10:17:11 UTC,scravatar,,http://github.com/magott/scravatar,Apache-2.0,https://github.com/magott/scravatar,1,0,2016-11-20 09:08:52 UTC,1.0.3,,0,Scala,,2018-06-28 19:33:40 UTC,0,174575
148671,350048,Maven,de.pfabulist.lindwurm:memoryfs,2015-01-30 20:04:01 UTC,2018-10-26 22:26:18 UTC,A java 7 nio2 based in memory filesystem,,http://www.github.com/openCage/memoryfs,BSD-2-Clause,https://github.com/openCage/memoryfs,10,8,2016-04-09 19:29:21 UTC,0.33.1,,3,Java,,2017-10-24 06:22:45 UTC,5,4080019
82376,383754,Maven,sk.seges.acris:acris-recorder-dto,2015-01-31 00:16:27 UTC,2018-10-27 01:07:39 UTC,,,,Apache-2.0,scm:git:https://code.google.com/p/acris/acris-recorder-parent/acris-recorder-dto,1,4,2014-09-25 21:09:44 UTC,2.0.0,,0,,,2017-10-24 09:02:27 UTC,1,
124858,393713,Maven,org.mod4j:mod4j,2015-01-31 01:39:47 UTC,2018-10-27 02:16:35 UTC,,,http://mod4j.org,EPL-1.0,scm:svn:http://svn.codehaus.org/mod4j/tags/mod4j-1.3.0,7,6,2010-05-15 10:54:38 UTC,1.3.0,,0,,,2017-04-30 11:08:38 UTC,0,
15859,3146454,Maven,com.github.jacoby6000:scoobie-contrib-ansi-sql_2.11,2018-07-03 09:13:10 UTC,2018-07-11 10:03:17 UTC,Provides an ANSI-SQL interpreter for use with the Scoobie AST.,,https://github.com/jacoby6000/scoobie,MIT,https://github.com/Jacoby6000/scoobie,2,0,2017-06-26 20:20:39 UTC,0.3.1,,1,Scala,,2018-07-03 11:27:47 UTC,0,4875254
165298,3114825,Maven,com.github.dnbn.submerge:submerge-root,2018-07-02 16:08:38 UTC,2018-09-28 21:46:34 UTC,"Submerge is a tool that aims to merge two subtitles into one ASS displaying both: one at the top of the screen, the other at the bottom. It can also be used to convert SRT to ASS or ASS to SRT, or to change the encoding of a file.",,https://github.com/dnbn/submerge,MIT,https://github.com/dnbn/submerge,3,9,2017-06-04 09:40:32 UTC,1.9.2,,0,Java,,2018-07-02 16:09:25 UTC,0,3389788
79924,351082,Maven,org.andromda.templateengines:andromda-templateengines,2015-01-30 20:11:53 UTC,2017-04-26 00:39:39 UTC,The collection of Template Engine implementations.,,,FTL,scm:svn:http://andromda.svn.sourceforge.net/svnroot/andromda/trunk/andromda-templateengines,3,4,2012-09-08 03:14:22 UTC,3.4,,0,,,2017-04-26 00:39:39 UTC,0,
39840,2235967,Maven,org.isisaddons.module.freemarker:isis-module-freemarker-dom,2017-04-19 13:07:26 UTC,2018-07-10 22:18:05 UTC, A module providing a service that wraps freemarker ,,https://github.com/isisaddons/isis-module-freemarker,Apache-2.0,https://github.com/isisaddons/isis-module-freemarker,9,0,2018-03-07 23:13:23 UTC,1.16.2,,1,Java,,2018-07-03 05:07:35 UTC,1,17260337
6981,3145562,Maven,com.hypertino:binders_2.11,2018-07-03 07:21:44 UTC,2018-07-11 06:18:19 UTC,binders,,https://github.com/hypertino/binders,Other,https://github.com/hypertino/binders,7,0,2018-03-23 01:11:03 UTC,1.2.7,,0,Scala,,2018-07-03 07:34:53 UTC,0,14356288
115172,637772,Maven,com.github.misberner.graphviz-awt-shapes:graphviz-awt-shapes,2015-02-19 21:36:31 UTC,2018-10-27 14:25:16 UTC,AWT Shape Definitions for Shapes used by GraphVIZ.,,https://github.com/misberner/graphviz-awt-shapes,DSDP,https://github.com/misberner/graphviz-awt-shapes,1,6,2015-01-12 22:07:14 UTC,0.0.1,,1,Java,,2016-07-18 13:19:28 UTC,1,276293
101724,341805,Maven,org.ikasan:architecture-guide,2015-01-30 18:01:29 UTC,2018-10-26 22:00:03 UTC,Sonatype helps open source projects to set up Maven repositories on https://oss.sonatype.org/,,http://nexus.sonatype.org/oss-repository-hosting.html/ikasan-parent/ikasan-build/documentation/architecture-guide,Zed,scm:svn:https://open.jira.com/svn/IKASAN/tags/ikasan-0.8.4/ikasan-build/documentation/architecture-guide,6,5,2012-02-28 15:07:28 UTC,0.8.4,,0,,,2017-04-25 00:51:51 UTC,0,
106524,373365,Maven,org.ow2.jasmine.monitoring:jasmine-eos-assemblies,2015-01-30 22:59:10 UTC,2018-10-27 00:16:06 UTC,,,,LGPL-3.0-only,scm:svn:svn://svn.forge.objectweb.org/svnroot/jasmine/jasmine-monitoring/tags/jasmine-monitoring-1.3.4/jasmine-eos/jasmine-eos-assemblies,23,5,2012-01-20 09:39:37 UTC,1.3.4,,0,,,2017-04-28 08:09:48 UTC,0,
118264,369623,Maven,org.jvnet.ogc:cv-v_0_2_0-schema,2015-01-30 22:31:42 UTC,2018-10-26 23:56:14 UTC,OGC Schemas project provides JAXB 2.x bindings for XML Schemas defined by the Open Geospatial Consortium (OGC).,,http://static.highsource.org/ogc-schemas/cv/cv-v_0_2_0/cv-v_0_2_0-schema,Abstyles,scm:svn:https://svn.java.net/svn/ogc~svn/ogc-schemas/trunk/cv/cv-v_0_2_0/cv-v_0_2_0-schema/,4,6,2013-01-31 22:35:37 UTC,1.1.0,,1,,,2017-10-24 08:07:53 UTC,0,
336,419082,Maven,org.gitlab:java-gitlab-api,2015-01-31 05:22:05 UTC,2018-11-26 06:09:16 UTC,A Java wrapper for the Gitlab Git Hosting Server API,,,Apache-2.0,https://github.com/timols/java-gitlab-api,18,15,2018-10-05 04:35:46 UTC,4.1.0,,4,Java,,2018-11-25 04:30:24 UTC,77,177809
45547,3102375,Maven,titanium-currency,2018-06-29 02:17:25 UTC,2018-09-10 02:31:48 UTC,WebJar for titanium-currency,,http://webjars.org,MIT,https://github.com/LssPolymerElements/titanium-currency,1,0,2018-02-03 17:42:51 UTC,3.0.0,,0,JavaScript,,2018-06-29 02:17:58 UTC,0,23151504
96886,364256,Maven,de.skiptag.roadrunner:roadrunner-servlet,2015-01-30 21:50:10 UTC,2017-10-24 07:36:03 UTC,Realtime Websocket based data repository for the web,,http://christophgrotz.github.io/helium.io,Apache-2.0,https://github.com/skiptag/roadrunner.git,1,5,2013-08-28 20:49:52 UTC,0.1,,0,Java,,2017-10-24 07:35:57 UTC,0,165646
173682,403920,Maven,com.amazonaws.resources:aws-resources-parent-pom,2015-01-31 03:07:50 UTC,2018-10-27 03:10:42 UTC,An object-oriented resource object abstraction on top of the AWS SDK for Java.,,https://github.com/awslabs/aws-sdk-java-resources,Apache-2.0,https://github.com/awslabs/aws-sdk-java-resources,3,10,2014-12-11 23:20:06 UTC,0.0.3,,0,Java,,2017-10-24 10:13:51 UTC,0,172702
147893,1188719,Maven,com.sksamuel.scalax:scalax_2.10,2016-02-10 09:25:28 UTC,2018-10-28 20:06:45 UTC,scalax,,https://github.com/sksamuel/scalax,MIT,https://github.com/sksamuel/scalax,8,8,2016-02-19 22:59:09 UTC,0.19.0,,0,Scala,,,0,4941351
119437,387434,Maven,com.isotrol.impe3:impe3-pms-gui-api,2015-01-31 00:45:07 UTC,2018-10-27 01:44:48 UTC,Modelos e interfaces compartidos por cliente y servidor,,,GPL-3.0-only,scm:git:https://code.google.com/p/isotrol-portal.p3/impe3-pms-gui-api/,10,6,2016-02-24 11:55:35 UTC,3.1.1,,2,,,2017-10-24 09:10:05 UTC,0,
84821,353506,Maven,se.skltp.aggregatingservices.clinicalprocess.healthcond.actoutcome:GetAggregatedLaboratoryOrderOutCome,2015-01-30 20:30:13 UTC,2018-10-26 22:46:28 UTC,,,,Apache-2.0,https://github.com/skltp-aggregerandetjanster/riv.clinicalprocess.healthcond.actoutcome.GetAggregatedLaboratoryOrderOutCome.git,5,4,2015-02-25 10:20:18 UTC,1.0.0-RC5,,1,Java,,2017-10-24 06:45:41 UTC,0,667679
5467,3130234,Maven,org.jboss.windup.web:rhamt-web-distribution,2018-07-02 23:01:24 UTC,2018-09-26 23:15:53 UTC,,,,,${windup.scm.url},5,0,2018-07-02 16:07:31 UTC,4.1.0.Final,,0,,,,0,
102779,410304,Maven,org.sakaiproject.edu-services.course-management:course-management,2015-01-31 04:03:23 UTC,2018-10-27 03:31:33 UTC,,,,ECL-2.0,scm:svn:https://source.sakaiproject.org/svn/edu-services/trunk/course-management,26,5,2018-06-19 16:50:23 UTC,12.2,,0,,,2018-07-03 03:28:32 UTC,0,
179748,641169,Maven,org.wildfly.camel:example-camel-cdi,2015-02-19 22:47:08 UTC,2018-10-27 14:35:24 UTC,WildFly Camel Subsystem,,,Other,https://github.com/wildfly-extras/wildfly-camel,19,11,2017-05-31 16:15:18 UTC,4.7.0,,0,Java,,2017-06-12 12:27:37 UTC,0,174141
103572,344261,Maven,org.ow2.bonita:bonita-hibernate,2015-01-30 19:19:03 UTC,2018-10-26 22:07:57 UTC,The OW2 Consortium is an open source community committed to making available to everyone the     best and most reliable middleware technology. OW2 mission is to develop open source code     middleware and to foster a vibrant community and business ecosystem.,,,LGPL-3.0-only,scm:svn:svn://svn.forge.objectweb.org/svnroot/bonita/trunk/bonitaPVM/bonita-hibernate,4,5,2009-09-14 18:22:26 UTC,5.0.M2,,0,,,2017-04-25 06:50:14 UTC,0,
82527,415447,Maven,org.tinygroup.annotation.0.0.12.tinygroup:bizframeimpl,2015-01-31 04:48:15 UTC,2018-10-27 04:13:21 UTC,,,http://maven.apache.org,GPL-3.0-only,scm:svn:https://svn.code.sf.net/p/tinyorg/code/tags/tiny-0.0.12/framework/base/bizframeimpl,1,4,2014-01-17 13:05:32 UTC,0.0.12,,0,,,2017-10-24 11:07:38 UTC,0,
